id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
600014,Aplicaciones Móviles Android,,UI,Elemento visual,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Componente visual individual como texto, botón o imagen.”?",boolean,View,Caché,if,onClick,B,View,View es la clase base de los elementos visuales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, UI, Elemento visual, View",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600015,Aplicaciones Móviles Android,,UI,Organización,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Contenedor que organiza la posición de los elementos visuales.”?,Material Design,boolean,CRUD,Layout,onStop,D,Layout,Un Layout define cómo se acomodan las vistas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, UI, Organización, Layout",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600016,Aplicaciones Móviles Android,,UI,Diseño,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Lenguaje usado para definir interfaces visuales en Android.”?,XML,String,SQLite,Método,SharedPreferences,A,XML,XML describe la estructura de la interfaz.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, UI, Diseño, XML",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600017,Aplicaciones Móviles Android,,Layouts,Lineal,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Layout que organiza elementos en orientación horizontal o vertical.”?,PUT,ViewModel,Parsing JSON,LinearLayout,strings.xml,D,LinearLayout,LinearLayout ordena elementos en línea.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Lineal, LinearLayout",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600018,Aplicaciones Móviles Android,,Layouts,Restricciones,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Layout flexible que posiciona elementos mediante restricciones.”?,Activity,ConstraintLayout,API REST,LinearLayout,Fragment,B,ConstraintLayout,ConstraintLayout permite diseños adaptables mediante constraints.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Restricciones, ConstraintLayout",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600019,Aplicaciones Móviles Android,,Layouts,Relativo,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Layout que ubica elementos en relación con otros elementos.”?,Toast,Moshi,RelativeLayout,UPDATE,DELETE,C,RelativeLayout,RelativeLayout posiciona vistas según otras vistas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Relativo, RelativeLayout",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600020,Aplicaciones Móviles Android,,Vistas,Texto,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Vista usada para mostrar texto en pantalla.”?,TextView,while,onLongClick,String,Snackbar,A,TextView,TextView muestra texto al usuario.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Vistas, Texto, TextView",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600021,Aplicaciones Móviles Android,,Vistas,Botón,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Vista que permite ejecutar una acción al presionarla.”?,SQLite,String,onStart,Button,TextView,D,Button,Button dispara acciones mediante eventos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Vistas, Botón, Button",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600022,Aplicaciones Móviles Android,,Vistas,Imagen,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Vista usada para mostrar imágenes dentro de la app.”?,RelativeLayout,ImageView,Almacenamiento interno,String,onResume,B,ImageView,ImageView presenta recursos gráficos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Vistas, Imagen, ImageView",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600023,Aplicaciones Móviles Android,,Ciclo de vida,Inicio,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Método llamado al crear por primera vez una Activity.”?,onLongClick,onCreate,UPDATE,LiveData,Android App Bundle,B,onCreate,onCreate inicializa la Activity.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Inicio, onCreate",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600024,Aplicaciones Móviles Android,,Ciclo de vida,Visible,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Método llamado cuando la Activity se vuelve visible.”?,strings.xml,onStart,while,SQLite,AndroidManifest.xml,B,onStart,onStart indica que la Activity será visible.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Visible, onStart",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600025,Aplicaciones Móviles Android,,Ciclo de vida,Primer plano,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario.”?,Activity,SQLite,onResume,Gradle,PUT,C,onResume,onResume indica interacción activa.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Primer plano, onResume",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600026,Aplicaciones Móviles Android,,Ciclo de vida,Pausa,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Método llamado cuando la Activity pierde el foco parcialmente.”?,Android App Bundle,onStart,onPause,RelativeLayout,onResume,C,onPause,onPause pausa tareas al perder foco.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Pausa, onPause",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600027,Aplicaciones Móviles Android,,Ciclo de vida,Detención,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Método llamado cuando la Activity deja de ser visible.”?,ImageView,POST,onStop,PUT,Room,C,onStop,onStop ocurre cuando la pantalla ya no se ve.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Detención, onStop",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600028,Aplicaciones Móviles Android,,Ciclo de vida,Destrucción,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Método llamado antes de destruir una Activity.”?,Parsing JSON,RelativeLayout,Caché,LinearLayout,onDestroy,E,onDestroy,onDestroy libera recursos finales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Destrucción, onDestroy",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600029,Aplicaciones Móviles Android,,Eventos,Clic,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Evento que se ejecuta al presionar brevemente un elemento.”?,DELETE,DELETE HTTP,Android App Bundle,onClick,while,D,onClick,onClick maneja clics normales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Eventos, Clic, onClick",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600030,Aplicaciones Móviles Android,,Eventos,Clic largo,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Evento que se activa al mantener presionado un elemento.”?,onLongClick,API REST,colors.xml,JSON,for,A,onLongClick,onLongClick responde a pulsaciones prolongadas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Eventos, Clic largo, onLongClick",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600031,Aplicaciones Móviles Android,,Mensajes,Breve,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Mensaje corto y temporal que aparece sin bloquear la pantalla.”?,ViewModel,Toast,ImageView,PUT,Room,B,Toast,Toast muestra avisos simples y breves.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Breve, Toast",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600032,Aplicaciones Móviles Android,,Mensajes,Acción,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Mensaje temporal que puede incluir una acción para el usuario.”?,SQLite,Emulador Android,TextView,Snackbar,onStart,D,Snackbar,Snackbar muestra mensajes con opción de acción.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Acción, Snackbar",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600033,Aplicaciones Móviles Android,,Mensajes,Diálogo,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Ventana que solicita confirmación o muestra información importante.”?,Layout,while,AlertDialog,for,Fragment,C,AlertDialog,AlertDialog exige mayor atención del usuario.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Diálogo, AlertDialog",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600034,Aplicaciones Móviles Android,,Datos,Base local,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Base de datos local ligera integrada en Android.”?,DELETE HTTP,SharedPreferences,Google Play Console,ImageView,SQLite,E,SQLite,SQLite almacena datos estructurados en el dispositivo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Base local, SQLite",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600035,Aplicaciones Móviles Android,,Datos,CRUD,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Conjunto de operaciones Create, Read, Update y Delete.”?",while,Almacenamiento interno,Activity,Método,CRUD,E,CRUD,CRUD resume las operaciones básicas sobre datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, CRUD, CRUD",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600036,Aplicaciones Móviles Android,,SQL,Consulta,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sentencia SQL usada para leer registros.”?,Gradle,SELECT,onStart,Retrofit,onStop,B,SELECT,SELECT consulta datos en una tabla.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, SQL, Consulta, SELECT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600037,Aplicaciones Móviles Android,,SQL,Inserción,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sentencia SQL usada para agregar registros.”?,Moshi,Room,onClick,INSERT,Gson,D,INSERT,INSERT agrega nuevos datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, SQL, Inserción, INSERT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600038,Aplicaciones Móviles Android,,SQL,Actualización,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sentencia SQL usada para modificar registros.”?,Permisos Android,Fragment,Almacenamiento interno,onStart,UPDATE,E,UPDATE,UPDATE cambia registros existentes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, SQL, Actualización, UPDATE",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600039,Aplicaciones Móviles Android,,SQL,Eliminación,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Sentencia SQL usada para borrar registros.”?,DELETE,AlertDialog,SharedPreferences,onResume,SQLite,A,DELETE,DELETE elimina registros.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, SQL, Eliminación, DELETE",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600040,Aplicaciones Móviles Android,,Red,Arquitectura,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Estilo de API que permite comunicar la app con un servidor usando HTTP.”?,LinearLayout,Material Design,API REST,AndroidManifest.xml,PUT,C,API REST,REST permite consumir recursos mediante métodos HTTP.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Red, Arquitectura, API REST",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600041,Aplicaciones Móviles Android,,HTTP,Obtener,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado principalmente para consultar información.”?,GET,Caché,switch,JSON,SQLite,A,GET,GET solicita datos al servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Obtener, GET",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600042,Aplicaciones Móviles Android,,HTTP,Crear,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado para enviar o crear información.”?,AlertDialog,Permisos Android,POST,onClick,while,C,POST,POST envía datos al servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Crear, POST",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600043,Aplicaciones Móviles Android,,HTTP,Actualizar,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado para reemplazar o actualizar información.”?,PUT,Intent,onCreate,Google Play Console,Emulador Android,A,PUT,PUT actualiza recursos existentes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Actualizar, PUT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600044,Aplicaciones Móviles Android,,HTTP,Eliminar,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado para borrar un recurso.”?,boolean,onStart,DELETE HTTP,XML,onResume,C,DELETE HTTP,DELETE elimina recursos en una API.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Eliminar, DELETE HTTP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600045,Aplicaciones Móviles Android,,Red,Cliente REST,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería que facilita consumir servicios REST en Android.”?,POST,ImageView,Almacenamiento interno,Retrofit,JSON,D,Retrofit,Retrofit simplifica llamadas HTTP a APIs.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Red, Cliente REST, Retrofit",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600046,Aplicaciones Móviles Android,,Red,Cliente HTTP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Cliente HTTP usado internamente para ejecutar peticiones de red.”?,Toast,Android App Bundle,OkHttp,Retrofit,Almacenamiento interno,C,OkHttp,OkHttp gestiona conexiones y solicitudes HTTP.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Red, Cliente HTTP, OkHttp",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600047,Aplicaciones Móviles Android,,Datos,Intercambio,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Formato ligero de intercambio de datos usado en APIs.”?,Permisos Android,LinearLayout,Emulador Android,JSON,boolean,D,JSON,JSON representa datos estructurados de forma ligera.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Intercambio, JSON",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600048,Aplicaciones Móviles Android,,Datos,Conversión,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de convertir JSON a objetos o viceversa.”?,SharedPreferences,Parsing JSON,XML,switch,RelativeLayout,B,Parsing JSON,El parsing interpreta datos JSON para usarlos en la app.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Conversión, Parsing JSON",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600049,Aplicaciones Móviles Android,,Datos,Serialización,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería usada para convertir objetos Java/Kotlin a JSON y JSON a objetos.”?,Room,GET,Gson,onStop,API REST,C,Gson,Gson serializa y deserializa JSON.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Serialización, Gson",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600050,Aplicaciones Móviles Android,,Datos,Serialización,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería moderna para convertir JSON a objetos y objetos a JSON.”?,GET,DELETE,Emulador Android,CRUD,Moshi,E,Moshi,Moshi es una alternativa moderna para manejar JSON.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Serialización, Moshi",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600051,Aplicaciones Móviles Android,,Persistencia,Clave valor,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Mecanismo para guardar datos simples de tipo clave-valor.”?,RelativeLayout,API REST,SharedPreferences,onDestroy,Android Studio,C,SharedPreferences,SharedPreferences guarda configuraciones simples.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Persistencia, Clave valor, SharedPreferences",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600052,Aplicaciones Móviles Android,,Persistencia,ORM local,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Capa recomendada para trabajar con SQLite de forma más ordenada.”?,PUT,SQLite,Room,Activity,boolean,C,Room,Room facilita el acceso a SQLite.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Persistencia, ORM local, Room",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600053,Aplicaciones Móviles Android,,Arquitectura,Observación,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Componente que permite observar cambios de datos.”?,LiveData,onResume,Material Design,Toast,Gradle,A,LiveData,LiveData notifica cambios a la interfaz.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Arquitectura, Observación, LiveData",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600054,Aplicaciones Móviles Android,,Arquitectura,Estado,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Componente que conserva datos de la interfaz ante cambios de configuración.”?,SharedPreferences,XML,ViewModel,String,onCreate,C,ViewModel,ViewModel gestiona datos relacionados con la UI.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Arquitectura, Estado, ViewModel",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600055,Aplicaciones Móviles Android,,Almacenamiento,Archivos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Lugar donde una app guarda archivos privados dentro del dispositivo.”?,onCreate,Almacenamiento interno,ImageView,LiveData,CRUD,B,Almacenamiento interno,El almacenamiento interno guarda archivos privados de la app.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Aplicaciones Móviles Android, Almacenamiento, Archivos, Almacenamiento interno",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
