id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,fuente_url,tags,probabilidad_salida,prioridad,origen_refuerzo
505,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,SQLite,Intermedio,Completar,"Si en un examen preguntan por sqlite, ¿qué alternativa debes marcar?",Cantidad de corriente eléctrica que circula por un circuito.,"Estructura tabular de Pandas con filas, columnas e índices etiquetados.",Firebase Auth,Base de datos relacional ligera embebida en Android para almacenamiento local.,"Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz.",D,Base de datos relacional ligera embebida en Android para almacenamiento local.,La alternativa correcta es Base de datos relacional ligera embebida en Android para almacenamiento local..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,"android,sqlite",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
416,Diseño y Desarrollo de Aplicaciones Móviles,2,GUI con XML,XML,Avanzado,Aplicación,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre GUI con XML?,"Framework de machine learning usado para construir, entrenar y desplegar modelos.",SQL,Archivo con instrucciones para construir una imagen Docker.,"Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz.",Estructura condicional que ejecuta instrucciones cuando una condición es verdadera.,D,"Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz.","El término más probable es Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz., porque xml",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,xml",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
422,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,CRUD,Básico,Relación,"En el tema de SQLite y CRUD, ¿cuál es la opción correcta para: crud?",Placa de pruebas que permite montar circuitos sin soldadura.,Procesador general usado para ejecutar tareas de cómputo secuencial o general.,SOAP,"Conjunto de operaciones Create, Read, Update y Delete sobre datos.",Ejecución de modelos de machine learning en microcontroladores y dispositivos de muy bajo consumo.,D,"Conjunto de operaciones Create, Read, Update y Delete sobre datos.","En SQLite y CRUD, el concepto correcto es Conjunto de operaciones Create, Read, Update y Delete sobre datos..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,"crud,sqlite",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
467,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,Delete,Básico,Relación,"En el módulo «Diseño y Desarrollo de Aplicaciones Móviles», ¿qué elemento se usa para delete?",Operación CRUD que elimina datos existentes.,ORM para Node.js que permite trabajar con bases de datos relacionales mediante modelos.,Push,Read,Clone,A,Operación CRUD que elimina datos existentes.,"Según el contenido del módulo, corresponde a Operación CRUD que elimina datos existentes..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,crud,5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
79,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Fragment,Intermedio,Definición,"Para prepararte para el examen, relaciona la definición con el término correcto: fragment.",Dispositivo que detecta una variable física y la convierte en una señal medible.,Plataforma para empaquetar y ejecutar aplicaciones en contenedores.,Componente de Android que representa una pantalla con la que el usuario interactúa.,NodeMCU,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,E,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,Corresponde a Parte reutilizable de la interfaz o comportamiento dentro de una Activity.: Fragment,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,fragment",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
527,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,Update,Básico,Completar,"En el módulo «Diseño y Desarrollo de Aplicaciones Móviles», ¿qué elemento se usa para update?",Cliente HTTP usado como base para realizar solicitudes de red en Android.,Archivo que suele contener etiquetas y metadatos de un modelo exportado desde Teachable Machine.,Pull,Estilo arquitectónico para diseñar servicios web basados en recursos y métodos HTTP.,Operación CRUD que modifica datos existentes.,E,Operación CRUD que modifica datos existentes.,"Según el contenido del módulo, corresponde a Operación CRUD que modifica datos existentes..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,crud,5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
273,Diseño y Desarrollo de Aplicaciones Móviles,2,Ciclo de vida Activity,onResume,Básico,Completar,Relaciona el concepto con su función: onResume,Protocolo de servicios web basado en XML y reglas estrictas de mensajería.,"Técnicas para manipular, filtrar, transformar o analizar imágenes digitales.",onStop,Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario.,onCreate,D,Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario.,La relación correcta es con Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/guide/components/activities/activity-lifecycle,"android,lifecycle",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
417,Diseño y Desarrollo de Aplicaciones Móviles,2,GUI con XML,XML,Intermedio,Reconocimiento,"Si estás resolviendo un test de opción múltiple y la pista es «XML», ¿cuál eliges?",HTTP,CSV,Protocolo de servicios web basado en XML y reglas estrictas de mensajería.,Operación CRUD que inserta o registra nuevos datos.,"Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz.",E,"Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz.","La pista apunta a Lenguaje de marcado usado en Android para definir layouts, vistas y recursos de interfaz..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,xml",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
271,Diseño y Desarrollo de Aplicaciones Móviles,2,Ciclo de vida Activity,onResume,Intermedio,Definición,"En una evaluación tipo Senati, si aparece la descripción «onResume», la respuesta esperada sería:",Layout que organiza elementos en una sola dirección: horizontal o vertical.,Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario.,onPause,Operación CRUD que inserta o registra nuevos datos.,Evento que se dispara cuando el usuario pulsa una vista o botón.,B,Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario.,"Para esa descripción, se debe marcar Método llamado cuando la Activity pasa al primer plano e interactúa con el usuario..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/guide/components/activities/activity-lifecycle,"android,lifecycle",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
383,Diseño y Desarrollo de Aplicaciones Móviles,2,GUI con XML,TextView,Básico,Completar,"Complete la frase: En GUI con XML, ______ se relaciona con textview",Vista usada para mostrar texto en una interfaz Android.,Método HTTP usado para reemplazar o actualizar un recurso completo.,Button,Librería de Python para manipulación y análisis de datos con estructuras como DataFrame.,"Estructura tabular de Pandas con filas, columnas e índices etiquetados.",A,Vista usada para mostrar texto en una interfaz Android.,La palabra que completa la frase es Vista usada para mostrar texto en una interfaz Android..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,views",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
491,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,Read,Avanzado,Relación,"En una evaluación tipo Senati, si aparece la descripción «Read», la respuesta esperada sería:",Plataforma en la nube para alojar repositorios Git y colaborar en proyectos.,Operación CRUD que consulta o lee datos existentes.,Build,Mecanismo que controla solicitudes HTTP entre orígenes diferentes.,Commit,B,Operación CRUD que consulta o lee datos existentes.,"Para esa descripción, se debe marcar Operación CRUD que consulta o lee datos existentes..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,crud,5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
233,Diseño y Desarrollo de Aplicaciones Móviles,2,Ciclo de vida Activity,onCreate,Básico,Relación,Relaciona el concepto con su función: onCreate,Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout.,Componente de Android que representa una pantalla con la que el usuario interactúa.,onDestroy,onResume,Unidad aislada y portable que ejecuta una aplicación con sus dependencias.,A,Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout.,La relación correcta es con Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/guide/components/activities/activity-lifecycle,"android,lifecycle",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
256,Diseño y Desarrollo de Aplicaciones Móviles,2,Ciclo de vida Activity,onPause,Básico,Reconocimiento,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre Ciclo de vida Activity?,Librería para serializar y deserializar objetos Java/Kotlin desde y hacia JSON.,onStart,Aplicación web de página única que actualiza vistas sin recargar toda la página.,onClick,Método llamado cuando la Activity pierde el foco parcialmente.,E,Método llamado cuando la Activity pierde el foco parcialmente.,"El término más probable es Método llamado cuando la Activity pierde el foco parcialmente., porque onpause",PIAD-525_CONTENIDO.pdf,https://developer.android.com/guide/components/activities/activity-lifecycle,"android,lifecycle",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
441,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,Create,Básico,Completar,¿Qué concepto se define como: «Create»?,Push,Operación CRUD que inserta o registra nuevos datos.,Plataforma en la nube para alojar repositorios Git y colaborar en proyectos.,Dispositivo que ejecuta una acción física a partir de una señal de control.,"Librería de Python para trabajar con arreglos, vectores y matrices numéricas.",B,Operación CRUD que inserta o registra nuevos datos.,La definición corresponde a Operación CRUD que inserta o registra nuevos datos..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,crud,5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
289,Diseño y Desarrollo de Aplicaciones Móviles,2,Ciclo de vida Activity,onStart,Básico,Reconocimiento,Marca la alternativa que mejor representa el concepto de Método que se ejecuta cuando la Activity se vuelve visible para el usuario..,Método que se ejecuta cuando la Activity se vuelve visible para el usuario.,Bloque reutilizable de interfaz en React que puede recibir props y manejar estado.,Función de Arduino que se ejecuta repetidamente después de setup().,onClick,onCreate,A,Método que se ejecuta cuando la Activity se vuelve visible para el usuario.,Método que se ejecuta cuando la Activity se vuelve visible para el usuario.: onStart,PIAD-525_CONTENIDO.pdf,https://developer.android.com/guide/components/activities/activity-lifecycle,"android,lifecycle",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
662,Diseño y Desarrollo de Aplicaciones Móviles,4,JSON Parsing,JSON,Básico,Completar,"En el tema de JSON Parsing, ¿cuál es la opción correcta para: json?",Formato ligero de intercambio de datos común en APIs REST.,YAML,XML,"Framework web ligero para crear servidores, rutas y APIs con Node.js.",Placa de pruebas que permite montar circuitos sin soldadura.,A,Formato ligero de intercambio de datos común en APIs REST.,"En JSON Parsing, el concepto correcto es Formato ligero de intercambio de datos común en APIs REST..",PIAD-525_CONTENIDO.pdf,https://www.tensorflow.org/js,"json,api",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
71,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Fragment,Básico,Completar,"En una evaluación tipo Senati, si aparece la descripción «Fragment», la respuesta esperada sería:",Dockerfile,Aplicación web de página única que actualiza vistas sin recargar toda la página.,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,Método HTTP usado para eliminar un recurso.,Bloque de un notebook usado para escribir explicaciones en Markdown.,C,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,"Para esa descripción, se debe marcar Parte reutilizable de la interfaz o comportamiento dentro de una Activity..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,fragment",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
512,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,SQLite,Básico,Aplicación,¿Qué concepto es clave en SQLite y CRUD porque permite/representa lo siguiente: sqlite?,Sistema de gestión de base de datos relacional usado en aplicaciones backend.,MySQL Server,Base de datos relacional ligera embebida en Android para almacenamiento local.,Espacio donde se almacena el historial y archivos de un proyecto controlado por Git.,Docker,C,Base de datos relacional ligera embebida en Android para almacenamiento local.,El concepto clave es Base de datos relacional ligera embebida en Android para almacenamiento local..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,"android,sqlite",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
488,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,Read,Básico,Completar,¿Cuál es la respuesta correcta si se busca identificar: read?,Delete,Update,Create,Modelo que ajusta una relación lineal entre variables numéricas para predecir valores continuos.,Operación CRUD que consulta o lee datos existentes.,E,Operación CRUD que consulta o lee datos existentes.,La respuesta correcta es Operación CRUD que consulta o lee datos existentes..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,crud,5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
397,Diseño y Desarrollo de Aplicaciones Móviles,2,GUI con XML,TextView,Básico,Definición,"Si estás resolviendo un test de opción múltiple y la pista es «TextView», ¿cuál eliges?",Toast,Button,Vista usada para mostrar texto en una interfaz Android.,Registro de cambios guardado en el historial de Git.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,C,Vista usada para mostrar texto en una interfaz Android.,La pista apunta a Vista usada para mostrar texto en una interfaz Android..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,views",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
286,Diseño y Desarrollo de Aplicaciones Móviles,2,Ciclo de vida Activity,onStart,Básico,Completar,¿Qué término técnico se asocia mejor con la siguiente idea: onstart?,onLongClick,Método que se ejecuta cuando la Activity se vuelve visible para el usuario.,Copia de un repositorio en la cuenta de otro usuario para modificarlo de forma independiente.,onCreate,Definición de un endpoint y método HTTP en una aplicación Express.,B,Método que se ejecuta cuando la Activity se vuelve visible para el usuario.,El término técnico asociado es Método que se ejecuta cuando la Activity se vuelve visible para el usuario..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/guide/components/activities/activity-lifecycle,"android,lifecycle",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
238,Diseño y Desarrollo de Aplicaciones Móviles,2,Ciclo de vida Activity,onCreate,Avanzado,Aplicación,"¿Qué herramienta, método o concepto corresponde a esta descripción técnica: oncreate?",Librería de Python usada para crear gráficos y visualizar datos.,Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout.,"Instrumento para medir magnitudes eléctricas como voltaje, corriente y resistencia.",Herramienta moderna para crear y desarrollar proyectos frontend de forma rápida.,onResume,B,Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout.,Corresponde a Método del ciclo de vida donde normalmente se inicializa la Activity y se carga el layout..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/guide/components/activities/activity-lifecycle,"android,lifecycle",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
581,Diseño y Desarrollo de Aplicaciones Móviles,4,API REST Android,Retrofit,Básico,Relación,¿Qué concepto se define como: «Retrofit»?,Plataforma para empaquetar y ejecutar aplicaciones en contenedores.,SQLite,Definición de un endpoint y método HTTP en una aplicación Express.,Librería cliente HTTP usada en Android para consumir servicios REST de forma estructurada.,Solicitud para revisar e integrar cambios de una rama o fork al proyecto principal.,D,Librería cliente HTTP usada en Android para consumir servicios REST de forma estructurada.,La definición corresponde a Librería cliente HTTP usada en Android para consumir servicios REST de forma estructurada..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,rest",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
80,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Fragment,Básico,Completar,"Para prepararte para el examen, relaciona la definición con el término correcto: fragment. (Tema: Android Studio y Java)",Oposición al paso de la corriente eléctrica en un circuito.,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,Router,"Instrumento para medir magnitudes eléctricas como voltaje, corriente y resistencia.","Raíz del error cuadrático medio, expresada en la misma unidad de la variable objetivo.",B,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,Corresponde a Parte reutilizable de la interfaz o comportamiento dentro de una Activity.: Fragment,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,fragment",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
3174,Diseño y Desarrollo de Aplicaciones Móviles,4,REST Android,Retrofit,Intermedio,Caso práctico,Un estudiante debe aplicar Retrofit en un proyecto de REST Android. ¿Qué alternativa debería reconocer como respuesta técnica principal?,Retrofit,Gson,Gradle,OkHttp,Room,A,Retrofit,La respuesta técnica principal para el caso es Retrofit. Refuerza un tema frecuente en evaluaciones de opción múltiple.,PDF SENATI + fuente pública,https://square.github.io/retrofit/,"retrofit,rest",5,Alta,Currícula SENATI + documentación pública
529,Diseño y Desarrollo de Aplicaciones Móviles,3,SQLite y CRUD,Update,Básico,Reconocimiento,Marca la alternativa que mejor representa el concepto de Operación CRUD que modifica datos existentes..,Herramienta moderna para crear y desarrollar proyectos frontend de forma rápida.,Operación CRUD que modifica datos existentes.,Hook de React para sincronizar componentes con sistemas externos o efectos secundarios.,Espacio donde se almacena el historial y archivos de un proyecto controlado por Git.,Layout que organiza elementos en una sola dirección: horizontal o vertical.,B,Operación CRUD que modifica datos existentes.,Operación CRUD que modifica datos existentes.: Update,PIAD-525_CONTENIDO.pdf,https://developer.android.com/training/data-storage/room,crud,5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
664,Diseño y Desarrollo de Aplicaciones Móviles,4,JSON Parsing,JSON,Intermedio,Aplicación,¿Cuál de las siguientes opciones pertenece directamente al tema «JSON Parsing» y cumple esta función: json?,Protocolo que permite direccionar y enrutar paquetes entre redes.,Operación CRUD que elimina datos existentes.,Gradle,Formato ligero de intercambio de datos común en APIs REST.,"Computadora de placa reducida usada en proyectos IoT, redes y edge computing.",D,Formato ligero de intercambio de datos común en APIs REST.,Formato ligero de intercambio de datos común en APIs REST. cumple esa función dentro de JSON Parsing.,PIAD-525_CONTENIDO.pdf,https://www.tensorflow.org/js,"json,api",5,Alta,Banco inicial filtrado por temas de currícula y patrones de test
