id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
600027,Aplicaciones Móviles Android,,Ciclo de vida,Detención,Básico,Función o uso,"Para reforzar Ciclo de vida, identifica la opción correcta sobre detención.",ImageView,POST,onStop,PUT,Room,C,onStop,onStop ocurre cuando la pantalla ya no se ve.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Detención, onStop",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600023,Aplicaciones Móviles Android,,Ciclo de vida,Inicio,Básico,Identificación,"En una evaluación sobre Ciclo de vida, ¿qué respuesta corresponde a inicio?",onLongClick,onCreate,UPDATE,LiveData,Android App Bundle,B,onCreate,onCreate inicializa la Activity.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Inicio, onCreate",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600026,Aplicaciones Móviles Android,,Ciclo de vida,Pausa,Básico,Caso breve,¿Qué opción usarías en Android cuando necesitas método llamado cuando la Activity pierde el foco parcialmente?,Android App Bundle,onStart,onPause,RelativeLayout,onResume,C,onPause,onPause pausa tareas al perder foco.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Pausa, onPause",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600025,Aplicaciones Móviles Android,,Ciclo de vida,Primer plano,Básico,Repaso conceptual,"Para desarrollar una app móvil, ¿qué alternativa corresponde a primer plano?",Activity,SQLite,onResume,Gradle,PUT,C,onResume,onResume indica interacción activa.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Primer plano, onResume",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600024,Aplicaciones Móviles Android,,Ciclo de vida,Visible,Básico,Aplicación directa,"Para reforzar Ciclo de vida, identifica la opción correcta sobre visible.",strings.xml,onStart,while,SQLite,AndroidManifest.xml,B,onStart,onStart indica que la Activity será visible.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Visible, onStart",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600034,Aplicaciones Móviles Android,,Datos,Base local,Básico,Aplicación directa,"Repaso: en Datos, ¿qué opción se asocia con base local?",DELETE HTTP,SharedPreferences,Google Play Console,ImageView,SQLite,E,SQLite,SQLite almacena datos estructurados en el dispositivo.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Base local, SQLite",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600035,Aplicaciones Móviles Android,,Datos,CRUD,Básico,Repaso conceptual,"¿Cuál es la opción más adecuada para el caso: Conjunto de operaciones Create, Read, Update y Delete?",while,Almacenamiento interno,Activity,Método,CRUD,E,CRUD,CRUD resume las operaciones básicas sobre datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, CRUD, CRUD",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600048,Aplicaciones Móviles Android,,Datos,Conversión,Intermedio,Identificación,"Para reforzar Datos, identifica la opción correcta sobre conversión.",SharedPreferences,Parsing JSON,XML,switch,RelativeLayout,B,Parsing JSON,El parsing interpreta datos JSON para usarlos en la app.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Conversión, Parsing JSON",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600047,Aplicaciones Móviles Android,,Datos,Intercambio,Intermedio,Función o uso,"Al trabajar con una app Android, ¿qué elegirías para formato ligero de intercambio de datos usado en APIs?",Permisos Android,LinearLayout,Emulador Android,JSON,boolean,D,JSON,JSON representa datos estructurados de forma ligera.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Intercambio, JSON",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600049,Aplicaciones Móviles Android,,Datos,Serialización,Intermedio,Aplicación directa,"En una evaluación sobre Datos, ¿qué respuesta corresponde a serialización?",Room,GET,Gson,onStop,API REST,C,Gson,Gson serializa y deserializa JSON.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Serialización, Gson",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600050,Aplicaciones Móviles Android,,Datos,Serialización,Intermedio,Repaso conceptual,"En Android, ¿qué opción permite librería moderna para convertir JSON a objetos y objetos a JSON?",GET,DELETE,Emulador Android,CRUD,Moshi,E,Moshi,Moshi es una alternativa moderna para manejar JSON.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Serialización, Moshi",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600057,Aplicaciones Móviles Android,,Diseño,Estándar visual,Intermedio,Función o uso,"Si te piden reconocer estándar visual dentro de Diseño, ¿cuál es la respuesta correcta?",Material Design,Google Play Console,Gradle,SharedPreferences,Fragment,A,Material Design,Material Design define patrones visuales y de interacción.,PIAD SENATI + temario validado,Media,Media,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Diseño, Estándar visual, Material Design",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600060,Aplicaciones Móviles Android,,Distribución,Paquete,Intermedio,Repaso conceptual,"Al trabajar con una app Android, ¿qué elegirías para formato moderno de publicación recomendado para Google Play?",onPause,onDestroy,Material Design,Android App Bundle,Parsing JSON,D,Android App Bundle,El AAB optimiza la entrega de la app por dispositivo.,PIAD SENATI + temario validado,Media,Media,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Distribución, Paquete, Android App Bundle",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
900005,Aplicaciones Móviles Android,,Emulador Android,AVD,Básico,Pregunta probable de examen,¿Qué elemento debes crear o instalar para ejecutar una app en un emulador?,Intent,AVD,AVD Manager,SQLite,Material Design,B,AVD,Un AVD simula un dispositivo Android para probar aplicaciones.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Emulador Android, AVD, AVD",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
900002,Aplicaciones Móviles Android,,Emulador Android,AVD Manager,Básico,Pregunta probable de examen,"En Android Studio, ¿qué herramienta se usa para crear y configurar emuladores?",GET,Retrofit,AVD Manager,SharedPreferences,XML,C,AVD Manager,"AVD Manager permite crear, configurar y administrar dispositivos virtuales Android.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Emulador Android, AVD Manager, AVD Manager",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
900001,Aplicaciones Móviles Android,,Estructura de proyecto Android,Carpeta src,Básico,Pregunta probable de examen,¿Qué carpeta contiene los archivos de código fuente de una app Android?,LiveData,src,Room,onResume,Android App Bundle,B,src,"La carpeta src almacena el código fuente del proyecto, como archivos Java o Kotlin.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Estructura de proyecto Android, Carpeta src, src",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
600029,Aplicaciones Móviles Android,,Eventos,Clic,Básico,Aplicación directa,¿Cuál alternativa identifica correctamente la función de clic?,DELETE,DELETE HTTP,Android App Bundle,onClick,while,D,onClick,onClick maneja clics normales.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Eventos, Clic, onClick",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600030,Aplicaciones Móviles Android,,Eventos,Clic largo,Básico,Repaso conceptual,"Para una tarea de Eventos, ¿qué opción describe mejor evento que se activa al mantener presionado un elemento?",onLongClick,API REST,colors.xml,JSON,for,A,onLongClick,onLongClick responde a pulsaciones prolongadas.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Eventos, Clic largo, onLongClick",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600043,Aplicaciones Móviles Android,,HTTP,Actualizar,Intermedio,Identificación,"Para una tarea de HTTP, ¿qué opción describe mejor método HTTP usado para reemplazar o actualizar información?",PUT,Intent,onCreate,Google Play Console,Emulador Android,A,PUT,PUT actualiza recursos existentes.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Actualizar, PUT",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600042,Aplicaciones Móviles Android,,HTTP,Crear,Intermedio,Función o uso,¿Cuál alternativa identifica correctamente la función de crear?,AlertDialog,Permisos Android,POST,onClick,while,C,POST,POST envía datos al servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Crear, POST",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600044,Aplicaciones Móviles Android,,HTTP,Eliminar,Intermedio,Aplicación directa,"Si te piden reconocer eliminar dentro de HTTP, ¿cuál es la respuesta correcta?",boolean,onStart,DELETE HTTP,XML,onResume,C,DELETE HTTP,DELETE elimina recursos en una API.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Eliminar, DELETE HTTP",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600041,Aplicaciones Móviles Android,,HTTP,Obtener,Intermedio,Caso breve,Repaso rápido: ¿qué alternativa permite método HTTP usado principalmente para consultar información?,GET,Caché,switch,JSON,SQLite,A,GET,GET solicita datos al servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Obtener, GET",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
900003,Aplicaciones Móviles Android,,Instalación de Android Studio,Descarga,Básico,Pregunta probable de examen,¿Cuál es el primer paso para instalar Android Studio?,SharedPreferences,onStop,boolean,strings.xml,Descargar,E,Descargar,"Antes de instalar o configurar, primero se descarga el instalador oficial.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Instalación de Android Studio, Descarga, Descargar",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
900011,Aplicaciones Móviles Android,,Intents Android,Intent,Básico,Pregunta probable de examen,¿Cuál es la función principal de un Intent en Android?,AVD,Activity,PUT,LinearLayout,Comunicación entre componentes,E,Comunicación entre componentes,"Un Intent permite solicitar acciones y comunicar Activities, Services u otros componentes.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Intents Android, Intent, Comunicación entre componentes",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
900012,Aplicaciones Móviles Android,,Intents Android,Intent explícito,Básico,Pregunta probable de examen,¿Qué tipo de Intent se usa para abrir otra Activity dentro de la misma app?,View,Gson,src,Intent explícito,INSERT,D,Intent explícito,El Intent explícito indica exactamente qué componente se quiere iniciar.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Intents Android, Intent explícito, Intent explícito",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
900013,Aplicaciones Móviles Android,,Intents Android,putExtra,Básico,Pregunta probable de examen,¿Qué método permite enviar datos adicionales dentro de un Intent?,putExtra,OkHttp,res,while,TextView,A,putExtra,putExtra adjunta datos en pares clave-valor para enviarlos a otro componente.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Intents Android, putExtra, putExtra",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
600007,Aplicaciones Móviles Android,,Java,Condicional,Básico,Función o uso,"Dentro de Java, ¿qué alternativa se relaciona con condicional?",onStop,XML,API REST,if,Gradle,D,if,if permite tomar decisiones según una condición.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Condicional, if",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600006,Aplicaciones Móviles Android,,Java,Lógico,Básico,Caso breve,"Para reforzar Java, identifica la opción correcta sobre lógico.",onStart,onClick,for,TextView,boolean,E,boolean,boolean almacena valores true o false.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Lógico, boolean",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600011,Aplicaciones Móviles Android,,Java,Métodos,Básico,Caso breve,"En Android, ¿qué opción permite bloque reutilizable de código que puede recibir parámetros y devolver un resultado?",Método,Emulador Android,Android App Bundle,Toast,onClick,A,Método,Un método agrupa instrucciones reutilizables.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Métodos, Método",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600009,Aplicaciones Móviles Android,,Java,Repetición,Básico,Aplicación directa,¿Cuál es la opción más adecuada para el caso: Estructura usada para repetir instrucciones un número conocido de veces?,Gson,Android Studio,onClick,for,AlertDialog,D,for,for se usa para ciclos con contador.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Repetición, for",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600010,Aplicaciones Móviles Android,,Java,Repetición,Básico,Repaso conceptual,"Repaso: en Java, ¿qué opción se asocia con repetición?",while,DELETE HTTP,INSERT,SQLite,Almacenamiento interno,A,while,while repite mientras la condición se cumpla.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Repetición, while",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600008,Aplicaciones Móviles Android,,Java,Selección,Básico,Identificación,"Al trabajar con una app Android, ¿qué elegirías para estructura que permite elegir entre varios casos posibles?",while,colors.xml,Layout,switch,SharedPreferences,D,switch,switch evalúa un valor y ejecuta un caso.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Selección, switch",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600005,Aplicaciones Móviles Android,,Java,Texto,Básico,Repaso conceptual,"Si te piden reconocer texto dentro de Java, ¿cuál es la respuesta correcta?",onDestroy,AlertDialog,String,API REST,onLongClick,C,String,String representa texto en Java.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Texto, String",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
900006,Aplicaciones Móviles Android,,Java POO,Polimorfismo,Básico,Pregunta probable de examen,¿Qué término permite que un objeto pueda comportarse de diferentes formas?,SharedPreferences,Button,switch,Activity,Polimorfismo,E,Polimorfismo,El polimorfismo permite que métodos u objetos respondan de forma distinta según el contexto.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Java POO, Polimorfismo, Polimorfismo",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
900007,Aplicaciones Móviles Android,,Java POO,extends,Básico,Pregunta probable de examen,¿Qué palabra clave permite que una clase herede de otra en Java?,extends,Interfaz Service,GET,boolean,JSON,A,extends,extends establece herencia entre una subclase y una superclase.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Java POO, extends, extends",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
900008,Aplicaciones Móviles Android,,Java POO,new,Básico,Pregunta probable de examen,¿Qué palabra clave se usa para crear una instancia de una clase?,new,SharedPreferences,version,Material Design,Método,A,new,new crea un objeto en memoria e invoca su constructor.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Java POO, new, new",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
600017,Aplicaciones Móviles Android,,Layouts,Lineal,Básico,Función o uso,Repaso rápido: ¿qué alternativa permite layout que organiza elementos en orientación horizontal o vertical?,PUT,ViewModel,Parsing JSON,LinearLayout,strings.xml,D,LinearLayout,LinearLayout ordena elementos en línea.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Lineal, LinearLayout",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600019,Aplicaciones Móviles Android,,Layouts,Relativo,Básico,Aplicación directa,¿Qué opción cumple esta función: Layout que ubica elementos en relación con otros elementos?,Toast,Moshi,RelativeLayout,UPDATE,DELETE,C,RelativeLayout,RelativeLayout posiciona vistas según otras vistas.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Relativo, RelativeLayout",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600018,Aplicaciones Móviles Android,,Layouts,Restricciones,Básico,Identificación,"Si te piden reconocer restricciones dentro de Layouts, ¿cuál es la respuesta correcta?",Activity,ConstraintLayout,API REST,LinearLayout,Fragment,B,ConstraintLayout,ConstraintLayout permite diseños adaptables mediante constraints.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Restricciones, ConstraintLayout",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600032,Aplicaciones Móviles Android,,Mensajes,Acción,Básico,Función o uso,¿Qué opción cumple esta función: Mensaje temporal que puede incluir una acción para el usuario?,SQLite,Emulador Android,TextView,Snackbar,onStart,D,Snackbar,Snackbar muestra mensajes con opción de acción.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Acción, Snackbar",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600031,Aplicaciones Móviles Android,,Mensajes,Breve,Básico,Caso breve,"Repaso: en Mensajes, ¿qué opción se asocia con breve?",ViewModel,Toast,ImageView,PUT,Room,B,Toast,Toast muestra avisos simples y breves.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Breve, Toast",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600033,Aplicaciones Móviles Android,,Mensajes,Diálogo,Básico,Identificación,"Dentro de Mensajes, ¿qué alternativa se relaciona con diálogo?",Layout,while,AlertDialog,for,Fragment,C,AlertDialog,AlertDialog exige mayor atención del usuario.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Diálogo, AlertDialog",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
600061,Aplicaciones Móviles Android,,Navegación,Intent,Intermedio,Caso breve,¿Cuál es la opción más adecuada para el caso: Objeto usado para iniciar Activities o enviar datos entre componentes?,Android App Bundle,Retrofit,Snackbar,onStart,Intent,E,Intent,Intent permite comunicar componentes en Android.,PIAD SENATI + temario validado,Media,Media,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Navegación, Intent, Intent",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
900014,Aplicaciones Móviles Android,,Navegación Android,TabLayout,Básico,Pregunta probable de examen,¿Qué componente permite navegar entre pantallas usando pestañas?,TabLayout,Button,onResume,String,DELETE HTTP,A,TabLayout,TabLayout muestra pestañas para cambiar entre secciones o fragmentos.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Navegación Android, TabLayout, TabLayout",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
