id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
500025,Aplicaciones Móviles Android,,Ciclo de vida,Primer plano,Básico,Pregunta probable,"Para desarrollar una app móvil, ¿qué alternativa corresponde a primer plano?",colors.xml,Google Play Console,UPDATE,onResume,XML,D,onResume,onResume indica interacción activa.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Primer plano, onResume",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500024,Aplicaciones Móviles Android,,Ciclo de vida,Visible,Básico,Aplicación directa,"En Android, ¿qué opción permite método llamado cuando la Activity se vuelve visible?",Emulador Android,Intent,AlertDialog,onStart,switch,D,onStart,onStart indica que la Activity será visible.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Ciclo de vida, Visible, onStart",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500034,Aplicaciones Móviles Android,,Datos,Base local,Básico,Aplicación directa,"Al trabajar con una app Android, ¿qué elegirías para base de datos local ligera integrada en Android?",Material Design,onLongClick,Parsing JSON,SQLite,onStop,D,SQLite,SQLite almacena datos estructurados en el dispositivo.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Base local, SQLite",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500035,Aplicaciones Móviles Android,,Datos,CRUD,Básico,Pregunta probable,"¿Cuál es la opción más adecuada para el caso: Conjunto de operaciones Create, Read, Update y Delete?",Material Design,LiveData,CRUD,ImageView,Parsing JSON,C,CRUD,CRUD resume las operaciones básicas sobre datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, CRUD, CRUD",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500048,Aplicaciones Móviles Android,,Datos,Conversión,Intermedio,Identificación,¿Cuál es la opción más adecuada para el caso: Proceso de convertir JSON a objetos o viceversa?,Parsing JSON,String,AlertDialog,CRUD,View,A,Parsing JSON,El parsing interpreta datos JSON para usarlos en la app.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Conversión, Parsing JSON",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500047,Aplicaciones Móviles Android,,Datos,Intercambio,Intermedio,Función o uso,"Al trabajar con una app Android, ¿qué elegirías para formato ligero de intercambio de datos usado en APIs?",Intent,Moshi,Button,JSON,onLongClick,D,JSON,JSON representa datos estructurados de forma ligera.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Intercambio, JSON",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500049,Aplicaciones Móviles Android,,Datos,Serialización,Intermedio,Aplicación directa,"En una evaluación sobre Datos, ¿qué respuesta corresponde a serialización?",Google Play Console,Gson,onStart,RelativeLayout,XML,B,Gson,Gson serializa y deserializa JSON.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Serialización, Gson",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500050,Aplicaciones Móviles Android,,Datos,Serialización,Intermedio,Pregunta probable,"En Android, ¿qué opción permite librería moderna para convertir JSON a objetos y objetos a JSON?",LiveData,Moshi,SQLite,POST,API REST,B,Moshi,Moshi es una alternativa moderna para manejar JSON.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Datos, Serialización, Moshi",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
800005,Aplicaciones Móviles Android,,Emulador Android,AVD,Básico,Pregunta probable de examen,¿Qué elemento debes crear o instalar para ejecutar una app en un emulador?,res,version,GET,Room,AVD,E,AVD,Un AVD simula un dispositivo Android para probar aplicaciones.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Emulador Android, AVD, AVD",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800002,Aplicaciones Móviles Android,,Emulador Android,AVD Manager,Básico,Pregunta probable de examen,"En Android Studio, ¿qué herramienta se usa para crear y configurar emuladores?",while,String,XML,onStart,AVD Manager,E,AVD Manager,"AVD Manager permite crear, configurar y administrar dispositivos virtuales Android.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Emulador Android, AVD Manager, AVD Manager",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800001,Aplicaciones Móviles Android,,Estructura de proyecto Android,Carpeta src,Básico,Pregunta probable de examen,¿Qué carpeta contiene los archivos de código fuente de una app Android?,ViewPager,Layout,putExtra,src,SQLite,D,src,"La carpeta src almacena el código fuente del proyecto, como archivos Java o Kotlin.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Estructura de proyecto Android, Carpeta src, src",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
500029,Aplicaciones Móviles Android,,Eventos,Clic,Básico,Aplicación directa,¿Cuál alternativa identifica correctamente la función de clic?,XML,String,onClick,switch,Layout,C,onClick,onClick maneja clics normales.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Eventos, Clic, onClick",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500030,Aplicaciones Móviles Android,,Eventos,Clic largo,Básico,Pregunta probable,"Para una tarea de Eventos, ¿qué opción describe mejor evento que se activa al mantener presionado un elemento?",String,Android Studio,onLongClick,Layout,DELETE,C,onLongClick,onLongClick responde a pulsaciones prolongadas.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Eventos, Clic largo, onLongClick",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500043,Aplicaciones Móviles Android,,HTTP,Actualizar,Intermedio,Identificación,"Para una tarea de HTTP, ¿qué opción describe mejor método HTTP usado para reemplazar o actualizar información?",String,PUT,DELETE,Activity,Caché,B,PUT,PUT actualiza recursos existentes.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Actualizar, PUT",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500042,Aplicaciones Móviles Android,,HTTP,Crear,Intermedio,Función o uso,¿Cuál alternativa identifica correctamente la función de crear?,AlertDialog,Toast,AndroidManifest.xml,UPDATE,POST,E,POST,POST envía datos al servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Crear, POST",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500044,Aplicaciones Móviles Android,,HTTP,Eliminar,Intermedio,Aplicación directa,"Si te piden reconocer eliminar dentro de HTTP, ¿cuál es la respuesta correcta?",Google Play Console,XML,INSERT,colors.xml,DELETE HTTP,E,DELETE HTTP,DELETE elimina recursos en una API.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Eliminar, DELETE HTTP",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500041,Aplicaciones Móviles Android,,HTTP,Obtener,Intermedio,Caso breve,¿Qué protocolo o método se usa para método HTTP usado principalmente para consultar información?,View,Fragment,RelativeLayout,GET,while,D,GET,GET solicita datos al servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, HTTP, Obtener, GET",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
800003,Aplicaciones Móviles Android,,Instalación de Android Studio,Descarga,Básico,Pregunta probable de examen,¿Cuál es el primer paso para instalar Android Studio?,Button,API REST,Response,ConstraintLayout,Descargar,E,Descargar,"Antes de instalar o configurar, primero se descarga el instalador oficial.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Instalación de Android Studio, Descarga, Descargar",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800012,Aplicaciones Móviles Android,,Intents Android,Intent,Básico,Pregunta probable de examen,¿Cuál es la función principal de un Intent en Android?,SharedPreferences,Android App Bundle,version,POST,Comunicación entre componentes,E,Comunicación entre componentes,"Un Intent permite solicitar acciones y comunicar Activities, Services u otros componentes.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Intents Android, Intent, Comunicación entre componentes",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800013,Aplicaciones Móviles Android,,Intents Android,Intent explícito,Básico,Pregunta probable de examen,¿Qué tipo de Intent se usa para abrir otra Activity dentro de la misma app?,if,TabLayout,Intent explícito,AVD,OkHttp,C,Intent explícito,El Intent explícito indica exactamente qué componente se quiere iniciar.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Intents Android, Intent explícito, Intent explícito",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800014,Aplicaciones Móviles Android,,Intents Android,putExtra,Básico,Pregunta probable de examen,¿Qué método permite enviar datos adicionales dentro de un Intent?,Google Play Console,CRUD,Emulador Android,putExtra,Polimorfismo,D,putExtra,putExtra adjunta datos en pares clave-valor para enviarlos a otro componente.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Intents Android, putExtra, putExtra",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
500007,Aplicaciones Móviles Android,,Java,Condicional,Básico,Función o uso,"Dentro de Java, ¿qué alternativa se relaciona con condicional?",API REST,onStart,if,switch,Caché,C,if,if permite tomar decisiones según una condición.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Condicional, if",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500006,Aplicaciones Móviles Android,,Java,Lógico,Básico,Caso breve,¿Qué opción cumple esta función: Tipo de dato que solo puede ser verdadero o falso?,boolean,Layout,Moshi,Método,strings.xml,A,boolean,boolean almacena valores true o false.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Lógico, boolean",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500011,Aplicaciones Móviles Android,,Java,Métodos,Básico,Caso breve,"En Android, ¿qué opción permite bloque reutilizable de código que puede recibir parámetros y devolver un resultado?",onResume,Layout,Método,Activity,onStart,C,Método,Un método agrupa instrucciones reutilizables.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Métodos, Método",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500009,Aplicaciones Móviles Android,,Java,Repetición,Básico,Aplicación directa,¿Cuál es la opción más adecuada para el caso: Estructura usada para repetir instrucciones un número conocido de veces?,JSON,for,String,View,UPDATE,B,for,for se usa para ciclos con contador.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Repetición, for",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500010,Aplicaciones Móviles Android,,Java,Repetición,Básico,Pregunta probable,"En una evaluación sobre Java, ¿qué respuesta corresponde a repetición?",Caché,while,XML,Material Design,if,B,while,while repite mientras la condición se cumpla.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Repetición, while",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500008,Aplicaciones Móviles Android,,Java,Selección,Básico,Identificación,"Al trabajar con una app Android, ¿qué elegirías para estructura que permite elegir entre varios casos posibles?",switch,for,onPause,Intent,SELECT,A,switch,switch evalúa un valor y ejecuta un caso.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Selección, switch",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500005,Aplicaciones Móviles Android,,Java,Texto,Básico,Pregunta probable,"Si te piden reconocer texto dentro de Java, ¿cuál es la respuesta correcta?",LiveData,Android Studio,String,Moshi,Material Design,C,String,String representa texto en Java.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Java, Texto, String",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
800007,Aplicaciones Móviles Android,,Java POO,Polimorfismo,Básico,Pregunta probable de examen,¿Qué término permite que un objeto pueda comportarse de diferentes formas?,String,Interfaz Service,Polimorfismo,putExtra,Caché,C,Polimorfismo,El polimorfismo permite que métodos u objetos respondan de forma distinta según el contexto.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Java POO, Polimorfismo, Polimorfismo",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800008,Aplicaciones Móviles Android,,Java POO,extends,Básico,Pregunta probable de examen,¿Qué palabra clave permite que una clase herede de otra en Java?,Permisos Android,extends,onPause,String,onStop,B,extends,extends establece herencia entre una subclase y una superclase.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Java POO, extends, extends",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800009,Aplicaciones Móviles Android,,Java POO,new,Básico,Pregunta probable de examen,¿Qué palabra clave se usa para crear una instancia de una clase?,new,onStart,src,AlertDialog,DELETE HTTP,A,new,new crea un objeto en memoria e invoca su constructor.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Java POO, new, new",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
500017,Aplicaciones Móviles Android,,Layouts,Lineal,Básico,Función o uso,"Para una tarea de Layouts, ¿qué opción describe mejor layout que organiza elementos en orientación horizontal o vertical?",Layout,for,LinearLayout,onResume,SQLite,C,LinearLayout,LinearLayout ordena elementos en línea.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Lineal, LinearLayout",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500019,Aplicaciones Móviles Android,,Layouts,Relativo,Básico,Aplicación directa,¿Qué opción cumple esta función: Layout que ubica elementos en relación con otros elementos?,Toast,LinearLayout,CRUD,API REST,RelativeLayout,E,RelativeLayout,RelativeLayout posiciona vistas según otras vistas.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Relativo, RelativeLayout",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500018,Aplicaciones Móviles Android,,Layouts,Restricciones,Básico,Identificación,"Si te piden reconocer restricciones dentro de Layouts, ¿cuál es la respuesta correcta?",ConstraintLayout,Método,POST,while,Room,A,ConstraintLayout,ConstraintLayout permite diseños adaptables mediante constraints.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Layouts, Restricciones, ConstraintLayout",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500032,Aplicaciones Móviles Android,,Mensajes,Acción,Básico,Función o uso,¿Qué opción cumple esta función: Mensaje temporal que puede incluir una acción para el usuario?,for,SELECT,View,Parsing JSON,Snackbar,E,Snackbar,Snackbar muestra mensajes con opción de acción.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Acción, Snackbar",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500031,Aplicaciones Móviles Android,,Mensajes,Breve,Básico,Caso breve,"Si te piden reconocer breve dentro de Mensajes, ¿cuál es la respuesta correcta?",Material Design,Toast,SQLite,String,ImageView,B,Toast,Toast muestra avisos simples y breves.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Breve, Toast",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500033,Aplicaciones Móviles Android,,Mensajes,Diálogo,Básico,Identificación,"Dentro de Mensajes, ¿qué alternativa se relaciona con diálogo?",AlertDialog,Fragment,onStop,if,LiveData,A,AlertDialog,AlertDialog exige mayor atención del usuario.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Mensajes, Diálogo, AlertDialog",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
800015,Aplicaciones Móviles Android,,Navegación Android,TabLayout,Básico,Pregunta probable de examen,¿Qué componente permite navegar entre pantallas usando pestañas?,strings.xml,ViewPager,Google Play Console,onStop,TabLayout,E,TabLayout,TabLayout muestra pestañas para cambiar entre secciones o fragmentos.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Navegación Android, TabLayout, TabLayout",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800016,Aplicaciones Móviles Android,,Navegación Android,ViewPager,Básico,Pregunta probable de examen,¿Qué componente gestiona la visualización de fragmentos asociados a pestañas?,Snackbar,Button,Comunicación entre componentes,Response,ViewPager,E,ViewPager,ViewPager o ViewPager2 permite deslizar y mostrar fragmentos vinculados a pestañas.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Navegación Android, ViewPager, ViewPager",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800019,Aplicaciones Móviles Android,,Publicación Android,Nombre de paquete,Básico,Pregunta probable de examen,"Antes de publicar una app, ¿qué identificador debe estar definido correctamente?",Nombre de paquete,Método,SQLite,Android Studio,UPDATE,A,Nombre de paquete,El nombre de paquete identifica de forma única una aplicación en Google Play.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Publicación Android, Nombre de paquete, Nombre de paquete",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800004,Aplicaciones Móviles Android,,Recursos Android,Carpeta res,Básico,Pregunta probable de examen,¿En qué carpeta se guardan los recursos visuales y de interfaz de un proyecto Android?,res,ConstraintLayout,Parsing JSON,new,Intent explícito,A,res,"La carpeta res contiene recursos como layouts, textos, imágenes y valores.",Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Recursos Android, Carpeta res, res",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
800006,Aplicaciones Móviles Android,,Recursos Android,strings.xml,Básico,Pregunta probable de examen,¿Dónde se almacenan las cadenas de texto reutilizables de una app Android?,ViewPager,onResume,strings.xml,if,Comunicación entre componentes,C,strings.xml,strings.xml centraliza textos dentro de res/values para facilitar mantenimiento y traducción.,Preguntas probables aportadas + PIAD SENATI,Muy alta,Alta,Agregado por coincidencia con exámenes probables; sin repetir conceptos existentes,"Aplicaciones Móviles Android, Recursos Android, strings.xml, strings.xml",SI,Agregado solo si no repetía un concepto/respuesta ya presente en el módulo.
500040,Aplicaciones Móviles Android,,Red,Arquitectura,Intermedio,Pregunta probable,"En una app Android, necesitas estilo de API que permite comunicar la app con un servidor usando HTTP. ¿Qué opción corresponde?",onResume,API REST,LinearLayout,Intent,Room,B,API REST,REST permite consumir recursos mediante métodos HTTP.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Red, Arquitectura, API REST",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
500046,Aplicaciones Móviles Android,,Red,Cliente HTTP,Intermedio,Caso breve,"Dentro de Red, ¿qué alternativa se relaciona con cliente HTTP?",OkHttp,JSON,PUT,XML,Button,A,OkHttp,OkHttp gestiona conexiones y solicitudes HTTP.,PIAD SENATI + temario validado,Alta,Alta,"Banco V2 con preguntas variadas, concisas y sin repeticiones fuertes","Aplicaciones Móviles Android, Red, Cliente HTTP, OkHttp",SI,Mismo concepto validado; se varió la forma de preguntar para evitar patrón repetitivo.
